,Total Infections,Total Deaths,Max. New Cases in a day,Average Aggregate Consumption,Min. Aggregate Consumption,Average Unemployment,Max. Unemployment,Max. hospitalisations and ICU in a day
0,96291.02275454221,291.467307224645,935.1321653607222,0.9171811424610509,0.8114545885047473,9.882961340206185,22.067999999999994,258.3257307195451
