,Total Infections,Total Deaths,Max. New Cases in a day,Average Aggregate Consumption,Min. Aggregate Consumption,Average Unemployment,Max. Unemployment,Max. hospitalisations and ICU in a day
0,148364.80417316858,760.9814887171048,3450.5233560976994,0.9912837894877816,0.9840978251692393,0.9989819587628865,1.43275,1130.2671317983138
