,dSin,dEin,dCin,dIin,dHin,dUin,dRin,dDin
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,5.6817865623217045,0.0,0.0,0.07216700798522835,0.0,0.8675973146274446,0.0
2,0.007416730392010333,3.9969893004624013,1.7730404978670302,0.0,0.07445162420111696,0.00706735020795164,0.6079914452878536,0.0
3,0.015469193782206417,6.170596026963362,2.1860450674482608,0.74831767340968,0.05855764675040474,0.006349667033094722,0.6345880221407085,0.00039515293556225236
4,0.02260781627469215,8.418377805828294,3.9964980477373007,1.2620528811499692,0.050389106811210595,0.013403010350324764,0.760007550462491,0.0004959919922327053
5,0.026266703789373465,11.369077555369126,5.450903625686686,1.9173827610605712,0.06403553379330576,0.013741787597119222,1.056697329692506,0.0012370742253720029
6,0.0414904006930047,18.92474018915279,7.095975135571793,3.861518634605286,0.06427582624222426,0.010958467161841531,1.2427271952539376,0.0019508836577533117
7,0.05276193476856239,23.938825154574246,11.058141641421717,4.179571633921878,0.09261132177595639,0.016619797208576037,2.0012606021821697,0.0011708060350228795
8,0.07792418104637071,34.37400332667217,12.766965731642603,10.099198906241721,0.10602205258201944,0.017669840530737405,2.4384776275612468,0.002439936387103945
9,0.09211000736905202,42.862784736573126,18.92130212815707,10.69990920778763,0.16915815886182914,0.022308431819940498,3.2175745881393403,0.0035624056602248768
10,0.1554353122498365,54.08726119052921,27.100974505364903,9.57788198036011,0.20643524133736843,0.030772429587356504,5.457294747533546,0.004339989030813828
11,0.19045506828311815,84.37207748996268,33.70573491439683,17.80556056051921,0.27161005819189527,0.029253678653955006,7.086055054157552,0.0055448871114484625
12,0.2280100500055268,108.95577681296402,59.4857122912766,20.870817396612548,0.2677282596436579,0.047903156658325084,8.319220250930487,0.005108023014517676
13,0.3568383137527621,162.30599191163824,67.5824874085026,42.24526553657792,0.38845545466236886,0.048769630240345085,14.16075190742888,0.005507160342132216
14,0.4678881621191561,144.70014134270318,81.79592737719527,41.21809001327641,0.6092168761715148,0.06303393880022017,17.346863431505994,0.008604324481296007
15,0.6035909441985112,227.5041504985796,123.27417721065103,48.83509900203143,1.0311274476722678,0.07579947077918688,22.683087620775815,0.006381128371484665
16,0.8399563354229513,273.3163045712854,168.89603896539813,81.65050787462322,1.0667790071009609,0.13302995726997857,34.4809974756915,0.011705724908608136
17,1.3933158351510513,428.5006224442254,164.06523988995534,188.0819148939683,1.4920569863395372,0.1422430055490698,44.66909236376953,0.01737303684455126
18,1.9027625024440091,381.7628354553645,262.7087814150152,88.78271444303311,2.699565830482569,0.1676622900907678,64.65764351008328,0.020726148000644786
19,2.6377941979076325,545.33382124248,335.23712498888113,142.51144776858996,2.84819104228844,0.2715623784863767,71.29005623532011,0.026068273174585918
20,3.8477736966836003,757.4733103832441,362.3522699726899,222.36021633983324,3.5015612973798347,0.3467959963636145,86.69828604861064,0.020526899482733153
21,3.5393914117138516,859.5405736855781,545.558944792934,292.4332071711768,5.059290496672914,0.586750986389538,130.50528628538584,0.029290412021606156
22,4.824544504326495,1105.3623547319594,527.9779720376985,330.8141605861161,5.49281495427578,0.463915917858781,143.86906889031633,0.04684078551776896
23,7.731669667534803,1215.769198342651,683.6193666413778,372.4827121572185,6.371551411766768,0.7115671250081048,194.97971763554486,0.04112360981961945
24,7.3795835674177335,1295.9132269110114,864.382054387645,532.807970480482,8.720585776124711,1.1778479413796794,265.44900772055206,0.0746384164262607
25,10.138836058065051,1493.5237677747834,1021.6437316392283,626.7479560815234,10.35106796809705,1.3980357119682825,281.1032325069024,0.06483798168164084
26,16.675972558101687,1654.854664147564,1266.6394463055867,877.4343120109079,18.059754240343207,1.715105250572158,377.73384231097293,0.12297714848244429
27,19.757008407519017,1760.5343081778271,1190.4261361131119,1161.6897148286428,20.479528819269724,1.6849935422687898,440.7812027925641,0.21972325556893144
28,20.073519358825692,1864.1409999383595,1522.7060280268397,1005.7689857779103,23.702372645660624,3.2361518158607248,488.22643242421003,0.14183907321180392
29,29.951754334195993,1980.9019451665429,1431.342147009628,1016.1749226862634,30.380989271323372,2.6118787935826773,645.3794977986477,0.2651771044868179
30,30.45619695698697,2226.759848053861,1718.0759918708848,1679.154367331169,37.70011128675317,4.438083345998385,664.8082173048083,0.3379136822037782
31,36.982829268127546,2060.028701235933,1730.5712425816807,1044.5587132181222,32.02778453844837,5.476259813108503,910.146086123501,0.3621284621249349
32,48.62246732655334,2413.7460733611983,2159.03778713847,1540.3265282541422,49.69084969569369,5.215859822450225,813.4981836926913,0.5563027977535153
33,60.050208690940316,2656.8782388503596,2339.7380291088975,2386.5399374295025,55.122755861622736,6.110091287224394,1019.681475032139,0.6634417992320895
34,87.436558839481,2885.8920658163975,2468.0506817392807,1622.123489070663,56.22917793765102,7.579844026908052,1261.3005598993695,0.5809271209442073
35,80.31502332587752,2973.724208085966,2104.506700331104,2461.253395205551,76.06682107956797,11.900729235268892,1250.6678003374834,0.7259784219774994
36,98.13349150150289,2561.8715583973385,2447.629754728023,2335.6550922316533,68.86916058620174,12.756812245441264,1432.501708777845,0.7653134129143832
37,101.64099223212139,2653.1216605871723,2394.4470614602355,1415.6536064488027,93.23204911613364,12.00180451610346,1849.5702516909116,1.3658092359336826
38,142.30665631143336,2260.038651705967,2791.992965037722,2005.6999204212177,64.65849554527156,11.40362951098712,1739.8581095855445,1.0613070692250084
39,141.73417894668358,2289.491201761477,2494.6887686509313,2297.2199403000404,74.99672468637522,19.66688715027588,1653.1986419273114,1.5215043780930728
40,165.60747760102518,2388.721881260867,2244.862676766383,2286.6037367769586,70.27283057891263,18.36238350730476,1938.2651080089922,2.4869642938220897
41,167.74739143424247,1899.8448400553068,2182.948131277141,2153.486360822562,100.2889292470904,30.557407857322232,1727.9846971096983,2.065725323738941
42,193.38030925123985,1896.594137719107,2408.245728459758,1700.894006284458,88.76920336444368,22.913496577111975,1711.4038418615298,2.5731582815574594
43,184.02945500730004,1930.3118812295907,2187.44686961647,2200.202977955469,100.26064533164921,21.198492644178042,1829.1435760868671,3.863110027180565
44,266.07362625780183,1780.0705463046118,2420.6127548848553,2389.3454368199937,122.33222797110969,18.35554848428765,1970.097693749967,3.566359454502871
45,210.51705038036764,1521.3556675011823,2049.3425199514854,1902.0659736094146,94.93583218999134,32.484533748211945,2301.8228229886854,4.805261638054936
46,285.6803981108811,1362.3333463372155,1852.374487173493,2265.591998228945,119.62455220897958,24.987905746567407,1940.6877355120398,3.3743532638361153
47,233.9196184306957,1034.7591659942982,1753.750663524593,1477.170993089652,134.23791820669842,34.608568255241174,2039.6327379663142,4.250763435737696
48,295.3349238862883,978.3878586275814,1490.5199201887438,1693.186644946696,132.01696244924327,22.35463382395342,2140.030830540002,5.957525419763352
49,355.32888509294855,862.7526730839027,1523.2124124071775,1669.6605142380229,113.68774280108991,25.51552132279741,2017.103248983597,7.016114107999353
50,328.1536372339634,802.6713858413982,961.9854541778857,1613.2838424404197,108.96061839809481,24.75304443431974,1813.0692358745505,6.879261194013675
51,328.96155357414034,537.7735365149221,1137.7892228288601,1482.8370406479914,82.62263356118542,32.12105112865607,2103.6526844736104,6.23093787773215
52,326.77483452595834,462.88535227439695,862.4321709927536,1107.9790521623356,118.49613723957648,33.11476543280307,2146.778352349607,4.776668191298184
53,353.0077523995414,365.1416276974945,772.5603975193252,1111.8053092714586,93.49793852439363,29.15877472549411,1754.833507988299,7.615550223502515
54,407.148792857662,297.74182987430055,730.6663072496478,708.5190065824295,76.87981404651265,43.686783336758324,1900.3409839833594,6.816748877389256
55,541.3979236536308,285.2622346932773,541.1994882825422,897.8899973070527,93.60696699335129,22.40072128514128,1423.1921663523553,9.233445559886556
56,468.48933820597745,197.79769654256506,419.14949062418555,583.65615441756,77.7187704592373,38.00353280561419,1283.170445963339,8.272593727617172
57,508.06685657879075,254.35168509775406,319.83853528707255,660.1860338963152,70.6822420787423,35.48640929640635,1375.7951247131912,8.458519886907023
58,476.3019348479304,173.98194357456495,342.6820278097149,333.94213568833277,62.58396748188232,40.352783243566996,1363.0933282898031,5.760618189485711
59,439.7403551712922,188.0335483914502,315.0804595238304,275.1915595522605,57.57262513338407,25.863947943538992,1046.4586463538203,9.51714586885753
60,593.1782986644588,185.77084112011977,285.87431961180744,294.01364890272436,51.44636611741362,25.359306811236124,1059.258181484252,8.623977201199224
61,484.7430236301945,177.04736252436376,198.98257057049727,280.71177820741593,46.33975002377567,23.348073680383518,950.000901839034,8.045229038719768
62,442.25446761483147,147.9602574640243,183.55483614842097,246.477216037722,58.665200668768165,26.911518464064407,892.2782064521359,6.368100235334683
63,452.64149659700615,138.3861387141292,172.84995669996775,171.918409000563,43.05321422270595,20.021445700977054,619.6080201411866,12.60521582887059
64,505.6747725585524,167.34793049030483,169.38425566653208,213.21427621389458,31.803315641737104,31.249372119400434,718.7388894246641,12.25897590254364
65,463.4539918101283,109.99520830265526,167.53983495730876,143.84811803416164,37.90306434224614,19.843076978351597,536.0299101687455,10.173468060294017
66,551.8319057042429,152.0897299947526,168.7399230889974,238.76724889579123,28.08837450004511,14.558721489376914,571.4342140662311,8.027397501673304
67,457.18759350019235,123.10828252292214,178.8257829123971,113.7432327264321,24.211520812719236,20.039782795502052,433.4323892714598,7.283884430559072
68,417.2179785324329,132.0064481942528,126.13007449650131,157.76978855470503,22.080375237504377,19.68327011649344,375.46748637306075,8.726536238696944
69,512.3518643493055,124.45006412788774,133.92598196612488,132.78598252603933,17.666954262644346,12.26088375719576,421.79955596885515,8.930906380592457
70,382.28243787929404,131.3767864954912,125.66592243440465,189.8078172893064,22.501796435368533,12.66262083486835,357.4608125533557,7.13031619843991
71,409.0041817822234,109.01201044839516,122.10845334728575,108.86343129898302,21.497894697971468,11.97120859042072,364.3628036471792,6.620014765706198
72,485.5204830126766,126.3705889833016,128.61682197129952,96.66743234469027,16.304088978697315,12.729715692101076,346.49730211015805,5.348406469650007
73,456.40099659173626,104.20758964990196,159.79930820657745,149.21283920953192,17.123189925303045,15.384500921425452,286.40570749994765,8.428075659570746
