,Total Infections,Total Deaths,Max. New Cases in a day,Average Aggregate Consumption,Min. Aggregate Consumption,Average Unemployment,Max. Unemployment,Max. hospitalisations and ICU in a day
0,114522.9577371579,484.86388744261365,2918.0036164497574,0.9440335412937756,0.8158600500619773,6.571817010309279,21.57775,865.8219689735843
