,Total Infections,Total Deaths,Max. New Cases in a day,Average Aggregate Consumption,Min. Aggregate Consumption,Average Unemployment,Max. Unemployment,Max. hospitalisations and ICU in a day
0,91335.66895542154,276.9232006928765,661.7118882098905,0.9016476225749844,0.8143070771271145,11.747994845360823,21.75325,221.03828648894128
