,Total Infections,Total Deaths,Max. New Cases in a day,Average Aggregate Consumption,Min. Aggregate Consumption,Average Unemployment,Max. Unemployment,Max. hospitalisations and ICU in a day
0,39107.87853589886,129.64758589248794,381.53764460606556,0.8233777034996095,0.8109843546286589,19.84840206185567,22.65075,133.05285289645593
