,Total Infections,Total Deaths,Max. New Cases in a day,Average Aggregate Consumption,Min. Aggregate Consumption,Average Unemployment,Max. Unemployment,Max. hospitalisations and ICU in a day
0,97540.96674336244,355.63990481756116,2039.293558491706,0.9045932577738208,0.8079037378656355,11.345902061855671,22.067999999999994,560.2279442747341
