,Total Infections,Total Deaths,Max. New Cases in a day,Average Aggregate Consumption,Min. Aggregate Consumption,Average Unemployment,Max. Unemployment,Max. hospitalisations and ICU in a day
0,84837.99927155155,280.6138214390034,1239.5105096410948,0.8871995731196295,0.8102177233974344,13.429994845360824,22.067999999999994,355.3829393686275
