,Total Infections,Total Deaths,Max. New Cases in a day,Average Aggregate Consumption,Min. Aggregate Consumption,Average Unemployment,Max. Unemployment,Max. hospitalisations and ICU in a day
0,104811.12891977848,262.98727707675664,2193.3623029723904,0.9381633924111192,0.8158600500619773,7.321469072164949,21.633499999999998,544.3407364231977
