,Total Infections,Total Deaths,Max. New Cases in a day,Average Aggregate Consumption,Min. Aggregate Consumption,Average Unemployment,Max. Unemployment,Max. hospitalisations and ICU in a day
0,24395.04308734291,72.96214082939677,169.0260881256954,0.819149645240938,0.7939185115170989,20.790613402061858,24.7045,54.93282263155777
